t,plates,parcels,cont_frac,mean_v,max_v,subducted,created,accreted,absorbed,cont_lost,cont_grown,rifts,merges,initiations,active_rifts,sea_level,backarcs,arc_plates,weld_static,weld_locked,retired,dissolved,deposited,sediment
765.5,7,569766,0.2782,23.33,99.45,954,1048,2,19,0,18,0,0,0,0,29.1,0,1,0,0,0,0,12,0.0716
765.75,7,569775,0.2782,24.92,103.99,1034,1061,12,18,0,17,0,0,0,0,29.1,0,1,0,0,0,0,12,0.0728
766,7,569846,0.2782,24.48,108.72,978,1066,9,18,0,13,0,0,0,0,29.1,0,1,0,0,0,0,8,0.0751
766.25,7,569793,0.2782,25.60,112.50,1089,1054,3,18,0,17,0,0,0,0,29.1,0,1,0,0,0,0,14,0.0757
766.5,7,569885,0.2781,24.97,118.39,989,1101,5,20,0,13,0,0,0,0,29.1,0,1,0,0,0,0,9,0.0777
766.75,7,569868,0.2781,24.88,125.24,1072,1078,3,23,0,14,0,0,0,0,29.1,0,1,0,0,0,0,11,0.0792
767,7,569969,0.2781,23.59,134.35,956,1068,3,11,0,14,0,0,0,1,29.1,0,1,0,0,0,0,10,0.0809
767.25,7,569964,0.2780,24.02,144.57,1040,1057,4,22,0,9,0,0,0,1,29.1,0,1,0,0,0,0,4,0.0844
767.5,7,570004,0.2780,23.21,146.27,976,1034,4,18,0,11,0,0,0,1,29.1,0,1,0,0,0,0,8,0.0867
767.75,7,570057,0.2780,23.50,145.79,1034,1104,3,17,0,8,0,0,0,1,29.1,0,1,0,0,0,0,5,0.0899
768,7,570150,0.2779,23.25,141.99,977,1081,1,11,0,10,0,0,0,1,29.1,0,1,0,0,0,0,8,0.0921
768.25,7,570204,0.2779,24.21,138.35,1019,1086,3,13,0,10,0,0,0,1,29.1,0,1,0,0,0,0,9,0.0941
768.5,7,570260,0.2779,23.84,138.87,976,1042,1,10,0,12,0,0,0,1,29.1,0,1,0,0,0,0,11,0.0954
768.75,7,570305,0.2778,25.06,140.34,1014,1072,1,13,0,8,0,0,0,1,29.1,0,1,0,0,0,0,3,0.0991
769,7,570348,0.2778,24.84,144.56,1028,1081,2,10,0,8,0,0,0,1,29.1,0,1,0,0,0,0,6,0.1019
769.25,7,570370,0.2778,25.86,149.85,994,1025,2,9,0,6,0,0,0,1,29.1,0,1,0,0,0,0,4,0.1053
769.5,7,570445,0.2778,25.55,154.16,912,1000,0,13,0,8,0,0,0,1,29.1,0,1,0,0,0,0,4,0.1087
769.75,7,570510,0.2777,27.16,157.92,1001,1076,0,10,0,9,0,0,0,1,29.1,0,1,0,0,0,0,8,0.1108
770,7,570549,0.2777,26.65,159.91,1025,1072,3,8,0,16,0,0,0,1,29.1,0,1,0,0,0,0,14,0.1112
770.25,7,570556,0.2777,27.81,164.42,1067,1088,2,14,0,14,0,0,0,1,-51.4,0,1,0,0,0,0,11,0.1125
770.5,7,570597,0.2777,27.91,166.76,1052,1104,4,11,0,15,0,0,0,1,-51.4,0,1,0,0,0,0,11,0.1137
770.75,7,570604,0.2777,28.92,168.43,1134,1149,4,8,0,17,0,0,0,1,-51.4,0,1,0,0,0,0,15,0.1137
771,7,570696,0.2777,28.83,170.18,1137,1239,0,10,0,17,0,0,0,1,-51.4,0,1,0,0,0,0,12,0.1147
771.25,7,570627,0.2777,29.76,171.23,1238,1179,0,10,0,16,0,0,0,1,-51.4,0,1,0,0,0,0,14,0.1150
771.5,7,570664,0.2778,30.00,171.89,1156,1198,6,6,0,31,0,0,0,1,-51.4,0,1,0,0,0,0,25,0.1120
771.75,7,570729,0.2778,29.85,172.83,1168,1241,3,8,0,35,0,0,0,1,-51.4,0,1,0,0,0,0,33,0.1067
772,7,570725,0.2778,29.95,166.29,1229,1240,1,15,0,25,0,0,0,1,-51.4,0,1,0,0,0,0,22,0.1046
772.25,7,570809,0.2778,30.09,166.79,1192,1282,2,6,0,18,0,0,0,1,-51.4,0,1,0,0,0,0,17,0.1040
772.5,7,570866,0.2778,30.56,169.91,1153,1222,1,12,0,20,0,0,0,1,-51.4,0,1,0,0,0,0,14,0.1042
772.75,7,570883,0.2778,30.35,170.24,1263,1289,5,9,0,19,0,0,0,1,-51.4,0,1,0,0,0,0,18,0.1033
773,7,570973,0.2778,30.56,169.73,1152,1249,4,7,0,35,0,0,0,1,-51.4,0,1,0,0,0,0,32,0.0982
773.25,7,571002,0.2778,30.25,169.17,1274,1316,2,13,0,35,0,0,0,1,-51.4,0,1,0,0,0,0,33,0.0928
773.5,7,571007,0.2779,30.35,163.92,1194,1203,7,5,0,44,0,0,0,1,-51.4,0,1,0,0,0,0,39,0.0856
773.75,7,571070,0.2779,29.81,160.80,1247,1325,3,15,0,35,0,0,0,1,-51.4,0,1,0,0,0,0,31,0.0808
774,7,571122,0.2779,29.34,157.60,1153,1219,7,14,0,43,0,0,0,1,-51.4,0,1,0,0,0,0,42,0.0727
774.25,7,571169,0.2779,28.65,159.22,1175,1236,7,14,1,35,0,0,0,1,-51.4,0,1,0,0,0,0,34,0.0670
774.5,7,571256,0.2779,28.22,162.16,1114,1223,6,22,0,33,0,0,0,1,-51.4,0,1,0,0,0,0,30,0.0624
774.75,7,571332,0.2779,26.98,164.95,1136,1225,4,13,0,48,0,0,0,1,-51.4,0,1,0,0,0,0,47,0.0529
775,7,571405,0.2779,26.91,164.65,1014,1103,6,17,0,38,0,0,0,1,-51.4,0,1,0,0,0,0,36,0.0465
775.25,7,571480,0.2779,26.60,164.81,1047,1141,6,19,0,33,0,0,0,1,-51.4,0,1,0,0,0,0,32,0.0414
775.5,7,571557,0.2779,27.53,162.51,1009,1108,4,22,0,47,0,0,0,1,-51.4,0,1,0,0,0,0,40,0.0338
775.75,7,571652,0.2779,28.12,163.11,1032,1144,4,17,0,32,0,0,0,1,-51.4,0,1,0,0,0,0,30,0.0293
776,7,571645,0.2779,29.81,165.29,1081,1088,7,14,0,35,0,0,0,1,-51.4,0,1,0,0,0,0,32,0.0241
776.25,7,571689,0.2779,30.29,166.12,1176,1241,7,21,0,21,0,0,0,1,-51.4,0,1,0,0,0,0,18,0.0230
776.5,7,571766,0.2779,31.14,165.69,1140,1233,2,16,0,33,0,0,0,1,-51.4,0,1,0,0,0,0,30,0.0184
776.75,7,571810,0.2779,30.94,164.90,1213,1272,1,15,1,24,0,0,0,1,-51.4,0,1,0,0,0,0,24,0.0156
777,7,571831,0.2779,32.00,165.76,1160,1190,1,9,0,30,0,0,0,1,-51.4,0,1,0,0,0,0,26,0.0121
777.25,7,571935,0.2779,31.26,166.84,1232,1347,8,11,1,38,0,0,0,1,-51.4,0,1,0,0,0,0,36,0.0057
777.5,7,571983,0.2779,33.48,167.37,1164,1226,10,14,2,33,0,0,0,1,-51.4,0,1,0,0,0,0,33,0.0002
777.75,7,572025,0.2779,31.86,168.81,1306,1367,15,19,1,18,0,0,0,1,-51.4,0,1,0,0,0,0,14,0.0002
778,7,571993,0.2779,33.43,169.21,1236,1227,6,23,2,23,0,0,0,1,-51.4,0,1,0,0,0,0,15,0.0000
778.25,7,572054,0.2779,32.23,163.44,1249,1333,7,23,1,17,0,0,0,1,-51.4,0,1,0,0,0,0,14,0.0001
778.5,7,572099,0.2778,32.91,159.94,1182,1244,11,17,2,14,0,0,0,1,-51.4,0,1,0,0,0,0,14,0.0001
778.75,7,572096,0.2778,33.29,160.03,1282,1303,32044,24,4,18,0,0,0,1,-51.4,0,1,0,0,0,0,14,0.0001
779,8,571832,0.2780,33.58,154.74,1601,1350,11,14,2,16,1,0,0,0,-51.4,0,1,0,0,0,0,14,0.0002
779.25,8,571824,0.2779,33.55,150.41,1482,1497,2,24,5,14,0,0,5,0,-51.4,0,1,0,0,0,0,14,0.0002
779.5,8,571877,0.2779,33.36,147.32,1439,1515,8,23,5,14,0,0,0,0,-51.4,0,1,0,0,0,0,14,0.0002
779.75,8,571882,0.2779,34.04,147.16,1502,1526,5,19,6,15,0,0,0,0,-51.4,0,1,0,0,0,0,14,0.0002
780,8,572012,0.2778,34.23,147.78,1443,1589,8,16,6,17,0,0,0,0,-51.4,0,1,0,0,0,0,14,0.0002
780.25,8,572056,0.2778,34.66,148.54,1551,1609,4,14,5,16,0,0,0,0,-87.9,0,1,0,0,0,0,12,0.0008
780.5,8,572166,0.2777,35.73,150.31,1532,1653,2,11,10,16,0,0,0,0,-87.9,0,1,0,0,0,0,13,0.0011
780.75,8,572175,0.2777,35.00,127.57,1620,1645,9,16,6,15,0,0,0,0,-87.9,0,1,0,0,0,1,14,0.0011
781,7,572221,0.2777,35.84,77.76,1595,1656,14,16,2,16,0,0,0,0,-87.9,0,1,0,0,0,1,13,0.0013
781.25,7,572236,0.2776,34.59,78.80,1605,1644,14,24,4,14,0,0,0,0,-87.9,0,1,0,0,0,0,12,0.0019
781.5,7,572264,0.2776,34.50,80.77,1479,1535,828,28,4,11,0,0,0,0,-87.9,0,1,0,0,0,0,10,0.0030
781.75,7,572252,0.2776,32.66,82.27,1505,1515,11,22,8,13,0,0,0,0,-87.9,0,1,0,0,0,0,10,0.0042
782,7,572277,0.2775,30.11,84.23,1421,1470,8,25,9,13,0,0,0,0,-87.9,0,1,0,0,0,0,11,0.0050
782.25,7,572329,0.2775,26.75,85.29,1204,1274,7,18,8,8,0,0,0,0,-87.9,0,1,0,0,0,0,6,0.0073
782.5,7,572239,0.2775,22.66,85.79,1296,1222,56,16,13,15,0,0,0,0,-87.9,0,1,0,0,0,0,12,0.0079
782.75,7,572265,0.2775,22.23,85.32,1148,1194,4,21,1,13,0,0,0,0,-87.9,0,1,0,0,0,0,10,0.0090
783,7,572190,0.2775,23.70,84.77,1187,1128,6,16,0,7,0,0,0,0,-87.9,0,1,0,0,0,0,5,0.0116
783.25,7,572215,0.2774,24.68,84.07,1196,1235,8,14,1,7,0,0,0,0,-87.9,0,1,0,0,0,0,4,0.0145
783.5,7,572217,0.2774,25.86,81.99,1295,1321,11,24,4,8,0,0,0,0,-87.9,0,1,0,0,0,0,3,0.0177
783.75,7,572263,0.2774,26.56,80.35,1310,1380,15,25,1,13,0,0,0,0,-87.9,0,1,0,0,0,0,9,0.0191
784,7,572276,0.2773,27.67,77.99,1381,1424,11,30,0,14,0,0,0,0,-87.9,0,1,0,0,0,0,11,0.0199
784.25,7,572282,0.2773,28.54,78.95,1515,1553,9,32,0,10,0,0,0,0,-87.9,0,1,0,0,0,0,9,0.0214
784.5,7,572277,0.2772,30.48,81.26,1540,1566,6,31,1,5,0,0,0,0,-87.9,0,1,0,0,0,0,4,0.0243
784.75,7,572275,0.2772,31.10,83.25,1590,1610,10,22,0,13,0,0,0,0,-87.9,0,1,0,0,0,0,6,0.0265
785,7,572335,0.2772,31.98,87.65,1602,1685,11,23,1,7,0,0,0,0,-87.9,0,1,0,0,0,0,6,0.0288
785.25,6,572479,0.2771,33.84,90.91,1591,1752,11,17,0,6,0,1,0,0,-87.9,0,0,0,0,1,0,4,0.0317
785.5,6,572534,0.2773,35.86,92.78,1689,1763,14,19,2,125,0,0,0,0,-87.9,0,0,0,0,0,0,121,0.0001
785.75,6,572596,0.2772,37.04,93.88,1786,1873,500,25,0,15,0,0,0,0,-87.9,0,0,0,0,0,0,14,0.0000
786,6,572619,0.2772,37.83,93.92,1859,1899,18,17,1,16,0,0,0,0,-87.9,0,0,0,0,0,0,13,0.0002
786.25,6,572733,0.2771,38.32,91.92,1857,1996,18,27,1,16,0,0,0,0,-87.9,0,0,0,0,0,0,14,0.0001
786.5,6,572669,0.2771,40.25,90.36,1953,1908,17,19,1,18,0,0,0,0,-87.9,0,0,0,0,0,0,14,0.0000
786.75,6,572658,0.2771,39.73,87.74,2022,2044,31,35,3,18,0,0,0,0,-87.9,0,0,0,0,0,1,13,0.0002
787,5,572588,0.2771,39.25,85.32,1929,1898,21,39,2,17,0,0,0,0,-87.9,0,0,0,0,0,1,14,0.0002
787.25,5,572474,0.2771,37.89,83.26,1906,1823,26,33,4,17,0,0,0,0,-87.9,0,0,0,0,0,0,14,0.0001
787.5,5,572405,0.2771,36.52,82.45,1825,1803,21,48,3,18,0,0,0,0,-87.9,0,0,0,0,0,0,14,0.0000
787.75,5,572332,0.2771,34.92,83.64,1693,1665,16,46,0,17,0,0,0,0,-87.9,0,0,0,0,0,0,14,0.0000
788,5,572247,0.2771,34.93,87.62,1675,1617,16,27,2,15,0,0,0,0,-87.9,0,0,0,0,0,0,13,0.0003
788.25,5,572248,0.2771,33.79,91.17,1569,1602,12,33,1,14,0,0,0,0,-87.9,0,0,0,0,0,0,14,0.0002
788.5,5,572231,0.2771,34.58,93.46,1542,1565,22,40,2,18,0,0,0,0,-87.9,0,0,0,0,0,0,14,0.0002
788.75,5,572130,0.2771,34.47,96.60,1656,1588,18,33,6,19,0,0,0,0,-87.9,0,0,0,0,0,0,14,0.0002
789,5,572124,0.2770,35.80,100.04,1569,1592,11,29,5,18,0,0,0,0,-87.9,0,0,0,0,0,0,14,0.0003
789.25,5,572205,0.2770,36.56,101.91,1519,1633,11,33,3,17,0,0,0,0,-87.9,0,0,0,0,0,0,14,0.0003
789.5,5,572153,0.2770,37.69,103.99,1648,1630,15,34,8,17,0,0,0,0,-87.9,0,0,0,0,0,0,14,0.0003
789.75,5,572232,0.2769,37.76,105.87,1514,1622,17,29,5,19,0,0,0,0,-87.9,0,0,0,0,0,0,15,0.0000
790,5,572179,0.2769,37.28,107.48,1572,1563,17,44,6,20,0,0,0,0,-87.9,0,0,0,0,0,0,14,0.0001
790.25,5,572225,0.2768,37.32,108.45,1463,1547,13,38,5,18,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0001
790.5,5,572236,0.2768,37.67,111.33,1477,1519,13,31,5,18,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0002
790.75,5,572241,0.2767,38.46,115.27,1456,1504,11,43,8,17,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0003
791,5,572262,0.2767,38.86,117.93,1458,1511,9,32,10,18,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0001
791.25,5,572221,0.2767,38.91,120.84,1472,1462,6,31,8,19,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0001
791.5,5,572226,0.2766,40.02,125.29,1410,1443,11,28,14,18,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0002
791.75,5,572280,0.2766,40.55,127.35,1429,1512,13,31,10,22,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0000
792,5,572306,0.2765,41.13,129.95,1438,1502,11,38,11,17,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0001
792.25,5,572327,0.2764,41.65,133.34,1412,1468,13,35,9,15,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0002
792.5,5,572329,0.2764,38.92,134.65,1390,1414,31736,22,4,16,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0003
792.75,5,572163,0.2765,36.43,133.37,1624,1478,9,21,6,15,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0001
793,5,571976,0.2765,36.13,133.58,1680,1525,16,35,4,17,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0002
793.25,5,572016,0.2765,36.38,134.09,1593,1666,21,33,8,16,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0003
793.5,5,571955,0.2765,37.17,136.11,1632,1601,12,30,0,19,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0001
793.75,5,571958,0.2765,37.96,137.83,1637,1667,10,28,2,14,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0002
794,5,571950,0.2764,37.67,140.34,1681,1702,13,29,0,18,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0003
794.25,5,571964,0.2764,38.53,141.18,1634,1683,19,38,1,21,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0001
794.5,5,571979,0.2764,39.01,142.03,1649,1698,8,34,0,16,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0002
794.75,5,571951,0.2763,40.05,141.20,1670,1685,13,43,1,20,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0000
795,5,571921,0.2764,40.28,136.58,1681,1682,10,32,0,20,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0002
795.25,5,571891,0.2763,40.98,134.29,1673,1673,13,31,0,17,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0000
795.5,5,571853,0.2763,41.77,134.55,1712,1705,56,31,1,16,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0002
795.75,5,571835,0.2763,42.35,129.37,1696,1712,14,35,0,18,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0000
796,5,571851,0.2763,42.84,123.11,1725,1779,14,38,0,20,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0002
796.25,5,571699,0.2763,43.06,118.79,1824,1702,47,30,0,16,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0000
796.5,5,571790,0.2763,43.10,113.02,1668,1787,12,28,0,16,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0002
796.75,5,571734,0.2763,43.61,109.33,1686,1673,8,43,0,17,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0001
797,5,571762,0.2762,43.37,105.84,1673,1742,10,41,0,17,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0002
797.25,5,571763,0.2762,43.18,101.11,1651,1676,7,25,0,18,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0001
797.5,5,571710,0.2762,42.89,98.85,1683,1658,12,28,3,18,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0003
797.75,5,571773,0.2762,42.85,95.00,1574,1667,10,30,3,19,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0002
798,5,571695,0.2762,42.26,90.61,1638,1597,10,37,3,18,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0001
798.25,5,571670,0.2761,41.97,86.68,1586,1585,15,25,7,20,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0003
798.5,5,571691,0.2761,41.38,82.50,1534,1595,10,40,4,16,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0002
798.75,5,571640,0.2761,41.33,81.64,1557,1534,18,28,4,17,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0001
799,5,571668,0.2760,40.84,80.31,1429,1494,7,37,3,19,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0001
799.25,5,571601,0.2761,40.82,78.00,1488,1446,13,26,1,16,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0000
799.5,5,571703,0.2760,41.00,78.35,1301,1438,8,36,2,16,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0000
799.75,5,571635,0.2760,41.53,81.11,1406,1368,4,30,2,18,0,0,0,0,-51.2,0,0,0,0,0,0,14,0.0003
800,5,571693,0.2759,42.06,84.01,1328,1415,15,30,0,17,0,0,0,0,-51.2,0,0,0,0,0,0,15,0.0002
800.25,5,571776,0.2759,42.85,85.55,1317,1433,13,33,0,20,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0002
800.5,5,571782,0.2758,43.46,87.44,1369,1418,7,43,0,18,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0002
800.75,5,571881,0.2758,44.20,88.08,1338,1464,6,27,0,18,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0002
801,5,571969,0.2757,44.98,89.66,1391,1505,14,27,0,17,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0002
801.25,5,571989,0.2757,46.41,90.71,1453,1500,9,27,0,19,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
801.5,5,572120,0.2756,46.72,92.45,1395,1549,5,23,0,19,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
801.75,5,572166,0.2756,47.28,90.49,1493,1566,9,27,0,16,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
802,5,572170,0.2756,47.44,91.00,1562,1586,8,20,0,17,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
802.25,5,572221,0.2756,47.68,91.87,1577,1646,10,18,0,17,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0000
802.5,5,572258,0.2755,48.51,93.34,1653,1708,6,18,0,16,0,0,0,0,-37.6,0,0,0,0,0,0,14,0.0003
802.75,5,572299,0.2755,49.14,97.10,1646,1708,9,22,0,17,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0003
803,5,572342,0.2755,49.27,97.24,1711,1771,9,17,0,17,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0002
803.25,5,572333,0.2755,48.67,97.32,1752,1767,12,24,0,16,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0002
803.5,5,572236,0.2755,48.82,98.26,1815,1743,8,25,0,17,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0002
803.75,5,572241,0.2755,48.33,97.86,1758,1789,10,26,0,23,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
804,5,572226,0.2755,47.32,94.27,1769,1780,10,26,0,17,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
804.25,5,572227,0.2755,45.67,90.16,1661,1695,12,33,0,16,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
804.5,5,572162,0.2755,44.08,84.36,1681,1662,14,46,0,17,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
804.75,5,572084,0.2755,42.68,83.00,1680,1645,15,43,0,16,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
805,5,571981,0.2755,41.56,81.79,1684,1616,15,36,0,18,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
805.25,5,571891,0.2755,40.10,84.86,1610,1566,12,47,0,18,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
805.5,5,571811,0.2755,38.63,86.07,1518,1470,15,33,0,16,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
805.75,5,571819,0.2755,37.80,88.37,1511,1548,15,29,0,19,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
806,5,571738,0.2755,37.33,85.75,1498,1440,7,23,0,21,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
806.25,5,571781,0.2755,37.70,89.03,1469,1529,4,17,0,18,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
806.5,5,571867,0.2755,38.66,92.83,1458,1559,3,15,0,20,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
806.75,5,571863,0.2755,39.19,97.42,1545,1560,7,19,0,20,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
807,5,571961,0.2754,39.90,99.73,1530,1647,6,19,0,19,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
807.25,5,571994,0.2754,40.30,101.72,1574,1629,4,22,0,16,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0001
807.5,5,571964,0.2754,40.96,107.10,1643,1632,11,19,0,20,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0000
807.75,5,571966,0.2754,41.48,110.89,1638,1668,7,28,0,16,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0000
808,5,571926,0.2754,41.51,112.54,1686,1662,10,17,0,20,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0000
808.25,5,571892,0.2754,41.85,113.16,1716,1704,10,22,0,16,0,0,0,0,-37.6,0,0,0,0,0,0,14,0.0003
808.5,5,571859,0.2754,42.28,113.37,1686,1674,9,22,0,18,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0003
808.75,5,571766,0.2755,42.41,113.30,1746,1675,15,22,0,19,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0003
809,5,571717,0.2755,42.08,108.96,1683,1668,14,34,0,19,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0003
809.25,5,571700,0.2755,41.95,102.20,1648,1659,5,28,0,17,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0003
809.5,5,571599,0.2755,40.37,95.21,1670,1594,9,26,1,16,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0003
809.75,5,571476,0.2755,39.90,93.24,1624,1529,22,31,0,19,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0002
810,5,571371,0.2756,40.15,92.74,1587,1511,16,29,0,16,0,0,0,0,-37.6,0,0,0,0,0,0,15,0.0002
810.25,5,571265,0.2756,40.26,94.67,1574,1502,12,34,2,16,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0003
810.5,5,571236,0.2756,40.25,98.25,1496,1492,8,25,0,17,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0003
810.75,5,571229,0.2756,41.01,98.95,1474,1498,8,31,0,19,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0003
811,5,571182,0.2756,40.15,99.97,1525,1500,12,22,0,21,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0003
811.25,5,571224,0.2756,40.32,100.29,1439,1508,6,27,0,16,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0003
811.5,5,571205,0.2756,40.74,100.65,1551,1545,10,13,0,18,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0003
811.75,5,571131,0.2756,40.89,97.74,1519,1472,7,27,0,18,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0003
812,5,571153,0.2756,40.06,90.61,1498,1537,10,17,0,18,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0002
812.25,5,571055,0.2756,39.51,86.45,1505,1427,10,20,0,15,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0002
812.5,5,571070,0.2756,39.33,86.37,1458,1492,10,19,0,16,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0002
812.75,5,570930,0.2757,38.97,85.46,1510,1395,14,25,0,18,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0001
813,5,570965,0.2757,39.18,83.75,1432,1483,12,17,0,19,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0001
813.25,5,570958,0.2757,39.68,82.58,1365,1382,8,24,0,18,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0000
813.5,5,570908,0.2757,39.71,82.80,1481,1456,13,25,1,15,0,0,0,0,-40.5,0,0,0,0,0,0,14,0.0002
813.75,5,570928,0.2757,39.47,87.37,1431,1476,13,25,0,16,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0002
814,5,570911,0.2757,38.61,80.65,1447,1450,5,21,1,17,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0001
814.25,5,570886,0.2757,38.92,82.10,1382,1378,5,22,0,17,0,0,0,0,-40.5,0,0,0,0,0,0,14,0.0002
814.5,5,570961,0.2756,38.83,77.24,1408,1508,11,25,0,16,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0001
814.75,5,570901,0.2756,38.90,84.38,1380,1352,11,33,0,16,0,0,0,0,-40.5,0,0,0,0,0,0,14,0.0003
815,5,570901,0.2756,38.56,77.19,1388,1409,17,25,0,17,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0001
815.25,5,570871,0.2756,37.84,74.93,1388,1393,15329,35,0,17,0,0,0,0,-40.5,0,0,0,0,0,0,14,0.0002
815.5,5,570720,0.2757,37.80,73.03,1522,1397,16,26,0,18,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0000
815.75,5,570722,0.2756,37.80,72.93,1503,1535,10,31,0,18,0,0,0,0,-40.5,0,0,0,0,0,0,14,0.0001
816,5,570742,0.2756,37.56,73.75,1491,1539,12,29,0,18,0,0,0,0,-40.5,0,0,0,0,0,0,14,0.0002
816.25,5,570784,0.2756,37.88,92.03,1496,1570,11,32,0,17,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0000
816.5,5,570761,0.2756,37.74,104.00,1576,1586,9,33,0,16,0,0,0,0,-40.5,0,0,0,0,0,0,14,0.0001
816.75,5,570718,0.2756,38.11,115.66,1609,1597,10,31,0,21,0,0,0,0,-40.5,0,0,0,0,0,0,14,0.0002
