t,plates,parcels,cont_frac,mean_v,max_v,subducted,created,accreted,absorbed,cont_lost,cont_grown,rifts,merges,initiations,active_rifts,sea_level,backarcs,arc_plates,weld_static,weld_locked,retired,dissolved,deposited,sediment
817,5,570784,0.2755,37.57,124.32,1553,1653,8,35,1,17,0,0,0,0,-40.5,0,0,0,0,0,0,14,0.0003
817.25,5,570814,0.2755,38.10,132.11,1574,1642,14,38,0,16,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0000
817.5,5,570766,0.2755,37.96,139.37,1633,1616,16,31,1,15,0,0,0,0,-40.5,0,0,0,0,0,0,14,0.0001
817.75,5,570709,0.2755,38.34,145.29,1578,1552,3,31,0,16,0,0,0,0,-40.5,0,0,0,0,0,0,14,0.0002
818,5,570677,0.2755,37.78,150.20,1621,1620,11,32,0,16,0,0,0,0,-40.5,0,0,0,0,0,0,14,0.0003
818.25,5,570659,0.2755,37.90,154.83,1591,1595,24,23,0,19,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0001
818.5,5,570568,0.2755,36.95,157.78,1627,1562,14,27,0,14,0,0,0,0,-40.5,0,0,0,0,0,0,14,0.0001
818.75,5,570532,0.2755,36.84,150.98,1582,1582,11,36,0,15,0,0,0,0,-40.5,0,0,0,0,0,0,14,0.0002
819,5,570497,0.2754,35.76,137.05,1564,1573,7,44,0,16,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0000
819.25,5,570426,0.2754,35.14,91.52,1522,1487,17,36,0,18,0,0,0,0,-40.5,0,0,0,0,0,0,14,0.0001
819.5,5,570351,0.2755,35.21,66.51,1438,1389,63,26,0,17,0,0,0,0,-40.5,0,0,0,0,0,0,14,0.0002
819.75,5,570347,0.2754,35.57,63.98,1386,1411,13,29,1,24,0,0,0,0,-40.5,0,0,0,0,0,0,15,0.0000
820,5,570332,0.2754,35.12,66.35,1377,1397,10,35,0,16,0,0,0,0,-40.5,0,0,0,0,0,0,14,0.0001
820.25,5,570399,0.2754,35.11,71.88,1331,1431,10,33,1,21,0,0,0,0,-21.5,0,0,0,0,0,0,14,0.0002
820.5,5,570413,0.2753,34.56,87.97,1397,1441,12,30,2,16,0,0,0,0,-21.5,0,0,0,0,0,0,14,0.0003
820.75,5,570421,0.2753,33.99,98.54,1376,1421,7,37,1,17,0,0,0,0,-21.5,0,0,0,0,0,0,15,0.0001
821,5,570407,0.2753,33.87,108.02,1396,1401,12,20,0,16,0,0,0,0,-21.5,0,0,0,0,0,0,14,0.0002
821.25,5,570429,0.2753,33.29,116.02,1340,1394,5,32,0,18,0,0,0,0,-21.5,0,0,0,0,0,0,14,0.0003
821.5,5,570412,0.2752,33.18,123.72,1354,1375,3577,38,0,16,0,0,0,0,-21.5,0,0,0,0,0,0,15,0.0001
821.75,5,570327,0.2753,33.69,127.78,1399,1339,15,25,0,15,0,0,0,0,-21.5,0,0,0,0,0,0,14,0.0002
822,5,570276,0.2753,34.00,130.01,1340,1325,12,36,0,17,0,0,0,0,-21.5,0,0,0,0,0,0,14,0.0003
822.25,5,570243,0.2753,34.00,131.65,1335,1326,12,24,0,19,0,0,0,0,-21.5,0,0,0,0,0,0,15,0.0001
822.5,5,570285,0.2752,33.20,131.65,1257,1338,7,39,0,15,0,0,0,0,-21.5,0,0,0,0,0,0,14,0.0002
822.75,5,570340,0.2751,32.98,130.71,1193,1278,6,30,0,16,0,0,0,0,-21.5,0,0,0,0,0,0,15,0.0000
823,5,570382,0.2751,32.00,131.71,1110,1177,10,25,1,22,0,0,0,0,-21.5,0,0,0,0,0,0,14,0.0001
823.25,5,570378,0.2751,31.77,131.92,1097,1134,7,41,0,19,0,0,0,0,-21.5,0,0,0,0,0,0,14,0.0003
823.5,5,570428,0.2750,31.02,132.31,998,1093,9,45,3,12,0,0,0,0,-21.5,0,0,0,0,0,0,11,0.0013
823.75,5,570460,0.2750,30.66,132.59,951,1014,8,32,2,17,0,0,0,0,-21.5,0,0,0,0,0,0,10,0.0027
824,5,570516,0.2749,29.89,132.96,888,979,6,35,2,14,0,0,1,0,-21.5,0,0,0,0,0,0,8,0.0046
824.25,5,570568,0.2748,29.28,132.57,850,938,5,36,3,7,0,0,0,0,-21.5,0,0,0,0,0,0,6,0.0071
824.5,5,570644,0.2747,28.41,132.47,789,895,10,30,1,12,0,0,0,0,-21.5,0,0,0,0,0,0,7,0.0094
824.75,5,570698,0.2747,28.55,132.47,760,849,8,35,1,11,0,0,0,0,-21.5,0,0,0,0,0,0,6,0.0119
825,5,570784,0.2746,27.53,132.30,715,832,8,31,0,11,0,0,0,0,-21.5,0,0,0,0,0,0,8,0.0139
825.25,5,570818,0.2745,27.64,132.00,730,794,3,30,1,9,0,0,0,0,-21.5,0,0,0,0,0,0,4,0.0170
825.5,5,570894,0.2745,27.00,132.36,664,771,7,32,0,16,0,0,0,0,-21.5,0,0,0,0,0,0,14,0.0172
825.75,5,570960,0.2745,26.58,132.38,691,786,7,29,1,38,0,0,0,0,-21.5,0,0,0,0,0,0,34,0.0116
826,5,571050,0.2744,25.22,131.08,607,722,3,25,3,34,0,0,0,0,-21.5,0,0,0,0,0,0,34,0.0059
826.25,5,571069,0.2744,24.77,129.73,617,660,7,24,0,25,0,0,0,0,-21.5,0,0,0,0,0,0,23,0.0034
826.5,5,571078,0.2744,24.31,130.53,678,720,6,34,1,27,0,0,0,0,-21.5,0,0,0,0,0,0,22,0.0013
826.75,5,571176,0.2743,23.24,131.05,645,762,6,19,0,17,0,0,0,0,-21.5,0,0,0,0,0,0,17,0.0006
827,5,571274,0.2743,21.51,131.53,586,698,3,14,0,17,0,0,0,0,-21.5,0,0,0,0,0,0,14,0.0008
827.25,5,571303,0.2743,20.57,133.05,642,692,3,21,0,18,0,0,0,0,-21.5,0,0,0,0,0,0,17,0.0002
827.5,5,571378,0.2742,18.71,134.25,574,669,4,20,0,16,0,0,0,0,-21.5,0,0,0,0,0,0,15,0.0001
827.75,5,571438,0.2742,18.95,134.96,592,675,8,23,0,18,0,0,0,0,-21.5,0,0,0,0,0,0,14,0.0003
828,5,571505,0.2742,17.37,136.36,619,717,2,31,0,17,0,0,0,0,-21.5,0,0,0,0,0,0,15,0.0002
828.25,5,571588,0.2741,18.64,136.62,597,692,2,12,0,20,0,0,0,0,-21.5,0,0,0,0,0,0,15,0.0001
828.5,5,571589,0.2741,18.24,137.90,666,683,5,16,0,17,0,0,0,1,-21.5,0,0,0,0,0,0,14,0.0002
828.75,5,571550,0.2741,18.46,139.19,748,733,5,24,1,18,0,0,0,1,-21.5,0,0,0,0,0,0,15,0.0001
829,5,571664,0.2741,18.81,139.92,597,735,4,24,0,16,0,0,0,1,-21.5,0,0,0,0,0,0,14,0.0003
829.25,5,571716,0.2740,18.92,138.41,697,764,7,15,0,17,0,0,0,1,-21.5,0,0,0,0,0,0,15,0.0001
829.5,5,571812,0.2740,18.47,139.20,709,825,3,20,0,14,0,0,0,1,-21.5,0,0,0,0,0,0,14,0.0003
829.75,5,571869,0.2739,18.91,139.53,654,746,3,35,0,17,0,0,0,1,-21.5,0,0,0,0,0,0,15,0.0001
830,5,571914,0.2739,18.75,140.40,745,811,6,21,0,18,0,0,0,1,-21.5,0,0,0,0,0,0,14,0.0003
830.25,5,572002,0.2739,20.44,141.03,730,838,2,20,0,14,0,0,0,1,-78.1,0,0,0,0,0,0,14,0.0004
830.5,5,572038,0.2738,19.56,141.77,723,784,2,25,0,16,0,0,0,1,-78.1,0,0,0,0,0,0,15,0.0002
830.75,5,572074,0.2738,19.48,142.03,739,798,5,23,0,19,0,0,0,1,-78.1,0,0,0,0,0,0,15,0.0000
831,5,572160,0.2737,19.22,124.45,695,804,4,23,0,12,0,0,0,1,-78.1,0,0,0,0,0,0,12,0.0007
831.25,5,572234,0.2737,20.72,124.84,668,766,5,24,0,15,0,0,0,1,-78.1,0,0,0,0,0,0,11,0.0017
831.5,5,572269,0.2736,20.58,126.13,741,805,8,29,0,15,0,0,0,1,-78.1,0,0,0,0,0,0,10,0.0030
831.75,5,572300,0.2736,20.63,127.71,767,823,3,25,0,14,0,0,0,1,-78.1,0,0,0,0,0,0,14,0.0031
832,5,572384,0.2736,23.28,128.35,711,813,4,18,0,18,0,0,0,1,-78.1,0,0,0,0,0,0,18,0.0020
832.25,5,572443,0.2735,22.72,129.15,768,861,4,34,0,22,0,0,0,1,-78.1,0,0,0,0,0,0,21,0.0001
832.5,5,572481,0.2735,24.94,129.90,804,858,3,16,0,18,0,0,0,1,-78.1,0,0,0,0,0,0,14,0.0002
832.75,5,572469,0.2735,24.16,130.20,878,893,5,27,0,16,0,0,0,1,-78.1,0,0,0,0,0,0,14,0.0002
833,5,572522,0.2735,24.50,130.87,838,912,3,21,0,20,0,0,0,1,-78.1,0,0,0,0,0,0,15,0.0000
833.25,5,572559,0.2735,24.18,130.56,870,929,3,22,0,16,0,0,0,1,-78.1,0,0,0,0,0,0,14,0.0001
833.5,5,572592,0.2735,24.19,129.52,873,934,3,28,0,16,0,0,0,1,-78.1,0,0,0,0,0,0,14,0.0001
833.75,5,572631,0.2734,23.62,130.18,858,926,9,29,0,17,0,0,0,1,-78.1,0,0,0,0,0,0,14,0.0002
834,5,572669,0.2734,23.75,127.65,841,904,4,25,1,18,0,0,0,1,-78.1,0,0,0,0,0,0,14,0.0002
834.25,5,572684,0.2733,22.55,126.68,808,857,0,34,1,15,0,0,0,1,-78.1,0,0,0,0,0,0,11,0.0012
834.5,5,572740,0.2733,21.57,127.04,768,843,4,19,0,19,0,0,0,1,-78.1,0,0,0,0,0,0,15,0.0009
834.75,5,572805,0.2733,21.16,128.05,748,846,6,33,0,17,0,0,0,1,-78.1,0,0,0,0,0,0,17,0.0000
835,5,572890,0.2732,21.86,128.79,692,793,2,16,0,17,0,0,0,1,-78.1,0,0,0,0,0,0,12,0.0007
835.25,5,572943,0.2732,23.38,130.10,696,768,5,20,0,13,0,0,0,1,-78.1,0,0,0,0,0,0,12,0.0013
835.5,5,573007,0.2731,24.72,132.04,702,786,4,20,0,9,0,0,0,1,-78.1,0,0,0,0,0,0,6,0.0036
835.75,5,573064,0.2731,27.18,127.87,682,756,4,17,0,12,0,0,0,1,-78.1,0,0,0,0,0,0,9,0.0051
836,5,573007,0.2731,29.40,130.59,805,764,10,16,0,16,0,0,0,1,-78.1,0,0,0,0,0,0,11,0.0060
836.25,5,573100,0.2731,32.04,133.78,851,961,5,17,0,11,0,0,0,1,-78.1,0,0,0,0,0,0,9,0.0075
836.5,5,573048,0.2731,34.07,137.67,1050,1016,4,18,0,20,0,0,0,1,-78.1,0,0,0,0,0,0,19,0.0060
836.75,5,573067,0.2731,35.99,141.13,1055,1088,3,14,0,20,0,0,0,1,-78.1,0,0,0,0,0,0,18,0.0048
837,5,573058,0.2731,36.76,143.93,1170,1177,1,16,0,21,0,0,0,1,-78.1,0,0,0,0,0,0,18,0.0036
837.25,5,573105,0.2731,37.77,146.96,1108,1166,1,11,0,12,0,0,0,1,-78.1,0,0,0,0,0,0,11,0.0045
837.5,5,573154,0.2731,38.78,140.62,1220,1273,2,5,0,13,0,0,0,1,-78.1,0,0,0,0,0,0,12,0.0050
837.75,5,573164,0.2731,39.91,144.09,1299,1318,9,9,0,19,0,0,0,1,-78.1,0,0,0,0,0,0,13,0.0053
838,5,573192,0.2731,40.24,145.49,1263,1297,2,6,0,14,0,0,0,1,-78.1,0,0,0,0,0,0,13,0.0055
838.25,5,573212,0.2731,40.80,150.53,1308,1339,4,11,0,15,0,0,0,1,-78.1,0,0,0,0,0,0,14,0.0055
838.5,5,573276,0.2731,41.33,153.55,1298,1370,5,8,0,15,0,0,0,1,-78.1,0,0,0,0,0,0,12,0.0060
838.75,5,573230,0.2731,41.98,157.34,1375,1341,2,12,0,17,0,0,0,1,-78.1,0,0,0,0,0,0,15,0.0056
839,5,573232,0.2731,42.33,154.70,1370,1385,2,13,0,18,0,0,0,1,-78.1,0,0,0,0,0,0,15,0.0052
839.25,5,573332,0.2731,42.13,151.67,1338,1446,3,8,0,21,0,0,0,1,-78.1,0,0,0,0,0,0,15,0.0048
839.5,5,573317,0.2731,41.76,145.44,1380,1374,4,9,0,23,0,0,0,1,-78.1,0,0,0,0,0,0,20,0.0029
839.75,5,573288,0.2732,41.05,140.01,1413,1392,10,8,0,21,0,0,0,1,-78.1,0,0,0,0,0,0,20,0.0010
840,5,573336,0.2731,40.65,135.78,1324,1387,9,15,0,18,0,0,0,1,-78.1,0,0,0,0,0,0,16,0.0003
840.25,5,573340,0.2731,40.26,111.78,1352,1372,5,16,0,15,0,0,0,1,-135.7,0,0,0,0,0,0,14,0.0001
840.5,5,573302,0.2731,39.75,99.85,1335,1317,8,22,0,17,0,0,0,1,-135.7,0,0,0,0,0,0,13,0.0003
840.75,5,573289,0.2732,39.70,93.47,1301,1308,4,20,0,18,0,0,0,1,-135.7,0,0,0,0,0,0,14,0.0001
841,5,573329,0.2731,40.25,89.73,1283,1335,1,12,0,14,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0003
841.25,5,573310,0.2731,40.99,85.19,1301,1296,9,15,0,16,0,0,0,0,-135.7,0,0,0,0,0,0,14,0.0001
841.5,5,573377,0.2731,41.63,81.18,1335,1417,7,15,0,16,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0002
841.75,5,573425,0.2731,42.39,78.25,1325,1386,3,13,0,16,0,0,0,0,-135.7,0,0,0,0,0,0,14,0.0000
842,5,573359,0.2731,42.90,75.21,1448,1389,5,7,0,14,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0001
842.25,5,573384,0.2731,43.35,72.25,1365,1399,12,10,0,13,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0002
842.5,5,573422,0.2731,43.76,72.52,1371,1414,6,6,0,15,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0003
842.75,5,573462,0.2731,44.17,73.51,1340,1393,1,13,0,16,0,0,0,0,-135.7,0,0,0,0,0,0,14,0.0000
843,5,573505,0.2731,44.38,66.90,1402,1452,2,7,0,13,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0001
843.25,5,573516,0.2731,44.83,68.02,1422,1441,6,9,0,15,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0001
843.5,5,573562,0.2731,45.02,69.77,1430,1484,0,8,0,14,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0002
843.75,5,573558,0.2731,45.17,70.82,1435,1443,3,12,0,15,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0002
844,5,573587,0.2731,45.72,73.03,1406,1443,5,8,0,15,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0002
844.25,5,573597,0.2731,46.23,78.68,1441,1459,6,8,0,13,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0002
844.5,5,573573,0.2732,46.03,84.65,1468,1450,7,6,0,13,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0002
844.75,5,573556,0.2732,46.36,89.73,1483,1477,3,11,0,16,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0001
845,5,573560,0.2732,46.96,97.13,1489,1500,12,7,0,14,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0001
845.25,5,573570,0.2732,47.27,106.85,1475,1495,10,10,0,15,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0000
845.5,5,573584,0.2732,47.95,118.56,1548,1574,8,13,0,14,0,0,0,0,-135.7,0,0,0,0,0,0,12,0.0003
845.75,5,573506,0.2732,48.15,129.30,1594,1529,6,13,1,13,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0002
846,5,573476,0.2732,47.99,139.13,1611,1593,8,12,1,15,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0001
846.25,5,573417,0.2732,46.67,141.73,1594,1554,7,19,9,15,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0001
846.5,5,573294,0.2733,45.53,148.61,1682,1567,11,10,8,16,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0000
846.75,5,573123,0.2734,44.20,151.94,1698,1545,5,18,10,15,0,0,0,0,-135.7,0,0,0,0,0,0,12,0.0002
847,5,572942,0.2734,42.97,155.07,1670,1502,15,13,13,13,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0002
847.25,5,572817,0.2735,41.63,151.46,1537,1432,11,21,17,15,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0001
847.5,5,572794,0.2734,40.13,147.96,1448,1452,12,28,10,13,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0000
847.75,5,572722,0.2734,38.63,139.97,1444,1398,21,26,7,14,0,0,0,0,-135.7,0,0,0,0,0,0,12,0.0003
848,5,572687,0.2734,37.12,131.84,1356,1360,14,40,8,17,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0002
848.25,5,572612,0.2734,35.98,119.68,1350,1310,13,36,8,13,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0002
848.5,5,572643,0.2733,34.90,104.63,1217,1282,22,36,4,15,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0002
848.75,5,572604,0.2733,34.73,79.46,1172,1166,15,33,2,13,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0002
849,5,572655,0.2732,34.60,67.95,1090,1178,8,37,8,14,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0002
849.25,5,572630,0.2732,34.76,64.24,1054,1059,11,30,0,14,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0003
849.5,5,572718,0.2731,35.08,62.48,948,1061,11,25,2,15,0,0,0,0,-135.7,0,0,0,0,0,0,14,0.0000
849.75,5,572768,0.2731,35.60,61.26,938,1017,5,29,1,16,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0000
850,5,572863,0.2730,36.07,61.26,853,970,12,22,1,14,0,0,0,0,-135.7,0,0,0,0,0,0,13,0.0001
850.25,5,572838,0.2730,35.93,63.23,892,897,5,30,1,13,0,0,0,0,-115.0,0,0,0,0,0,0,13,0.0002
850.5,5,572871,0.2730,35.50,64.56,853,914,10,28,0,15,0,0,0,0,-115.0,0,0,0,0,0,0,13,0.0002
850.75,5,572961,0.2729,35.23,65.34,859,983,9,34,2,17,0,0,0,0,-115.0,0,0,0,0,0,0,14,0.0000
851,5,572931,0.2729,36.83,66.62,878,870,6,22,1,14,0,0,0,0,-115.0,0,0,0,0,0,0,13,0.0001
851.25,5,573040,0.2728,36.37,67.55,875,1009,5,25,0,14,0,0,0,0,-115.0,0,0,0,0,0,0,13,0.0002
851.5,5,573110,0.2728,37.58,69.03,827,922,3,25,0,15,0,0,0,0,-115.0,0,0,0,0,0,0,13,0.0003
851.75,5,573111,0.2728,36.70,69.10,893,921,5,27,1,15,0,0,0,0,-115.0,0,0,0,0,0,0,14,0.0001
852,5,573189,0.2727,37.96,69.42,774,878,4,26,0,15,0,0,0,0,-115.0,0,0,0,0,0,0,13,0.0002
852.25,5,573240,0.2727,36.45,71.46,794,868,8,23,3,16,0,0,0,0,-115.0,0,0,0,0,0,0,14,0.0000
852.5,5,573307,0.2726,37.57,74.51,757,843,8,19,0,16,0,0,0,0,-115.0,0,0,0,0,0,0,13,0.0002
852.75,5,573253,0.2726,35.73,77.01,791,762,8,25,2,16,0,0,0,0,-115.0,0,0,0,0,0,0,13,0.0003
853,5,573336,0.2726,36.39,80.49,619,718,7,17,0,14,0,0,0,0,-115.0,0,0,0,0,0,0,14,0.0001
853.25,5,573336,0.2726,36.21,83.57,706,733,7,27,1,17,0,0,0,0,-115.0,0,0,0,0,0,0,13,0.0002
853.5,5,573379,0.2726,35.79,87.77,687,745,4,15,0,15,0,0,0,0,-115.0,0,0,0,0,0,0,14,0.0000
853.75,5,573440,0.2725,35.14,90.65,689,778,9,28,0,17,0,0,0,0,-115.0,0,0,0,0,0,0,13,0.0002
854,5,573432,0.2725,34.44,93.92,736,745,5,17,1,13,0,0,0,0,-115.0,0,0,0,0,0,0,13,0.0003
854.25,5,573472,0.2725,33.55,97.10,760,821,6,21,0,16,0,0,0,0,-115.0,0,0,0,0,0,0,11,0.0010
854.5,5,573577,0.2724,32.50,98.89,702,828,3,21,1,9,0,0,0,0,-115.0,0,0,0,0,0,0,7,0.0029
854.75,5,573557,0.2724,32.19,100.55,737,736,1451,19,0,4,0,0,0,0,-115.0,0,0,0,0,0,0,3,0.0060
855,5,573520,0.2724,32.20,102.05,818,795,8,15,0,9,0,0,0,0,-115.0,0,0,0,0,0,0,8,0.0076
855.25,5,573599,0.2724,31.73,104.52,847,942,4,16,0,9,0,0,0,0,-115.0,0,0,0,0,0,0,8,0.0092
855.5,5,573564,0.2724,31.11,106.02,951,931,3,15,0,3,0,0,0,0,-115.0,0,0,0,0,0,0,3,0.0122
855.75,5,573558,0.2723,30.81,108.45,974,980,5,12,0,7,0,0,0,0,-115.0,0,0,0,0,0,0,6,0.0144
856,5,573625,0.2723,30.85,109.18,950,1033,7,17,0,6,0,0,0,0,-115.0,0,0,0,0,0,0,5,0.0169
856.25,5,573558,0.2723,30.66,109.22,1087,1033,6,13,0,3,0,0,0,0,-115.0,0,0,0,0,0,0,3,0.0199
856.5,5,573528,0.2723,30.81,108.37,1029,1021,4,22,0,3,0,0,0,0,-115.0,0,0,0,0,0,0,2,0.0232
856.75,5,573612,0.2722,31.00,108.93,985,1085,6,16,1,3,0,0,0,0,-115.0,0,0,0,0,0,0,2,0.0266
857,5,573618,0.2722,31.48,107.91,1076,1097,0,15,1,1,0,0,0,0,-115.0,0,0,0,0,0,0,1,0.0302
857.25,5,573579,0.2722,32.07,107.17,1111,1091,6,19,0,7,0,0,0,0,-115.0,0,0,0,0,0,0,4,0.0329
857.5,5,573584,0.2722,32.49,106.04,1081,1104,7,18,0,3,0,0,0,0,-115.0,0,0,0,0,0,0,3,0.0360
857.75,5,573643,0.2721,33.06,105.71,1066,1141,4,17,0,4,0,0,0,0,-115.0,0,0,0,0,0,0,1,0.0396
858,5,573603,0.2721,33.78,104.67,1185,1167,4,22,1,1,0,0,0,0,-115.0,0,0,0,0,0,0,1,0.0432
858.25,5,573573,0.2721,34.63,104.53,1170,1162,6,22,0,5,0,0,0,0,-115.0,0,0,0,0,0,0,4,0.0460
858.5,5,573637,0.2720,35.09,102.72,1114,1197,2,19,0,5,0,0,0,0,-115.0,0,0,0,0,0,0,4,0.0487
858.75,5,573705,0.2720,35.41,99.29,1173,1263,4,22,0,7,0,0,0,0,-115.0,0,0,0,0,0,0,6,0.0509
859,5,573719,0.2719,36.23,97.61,1203,1237,5,20,0,11,0,0,0,0,-115.0,0,0,0,0,0,0,6,0.0530
859.25,5,573725,0.2719,36.86,96.39,1219,1249,3,24,0,7,0,0,0,0,-115.0,0,0,0,0,0,0,5,0.0554
859.5,5,573728,0.2719,38.01,95.25,1190,1217,6,24,0,9,0,0,0,0,-115.0,0,0,0,0,0,0,7,0.0573
859.75,5,573777,0.2718,38.95,94.10,1251,1323,6,23,0,5,0,0,0,0,-115.0,0,0,0,0,0,0,5,0.0597
860,5,573731,0.2718,39.81,92.85,1298,1275,7,24,0,5,0,0,0,0,-115.0,0,0,0,0,0,0,4,0.0624
860.25,5,573759,0.2718,40.25,92.27,1223,1281,8,30,0,8,0,0,0,0,-175.5,0,0,0,0,0,0,5,0.0648
860.5,5,573783,0.2717,40.27,91.51,1245,1295,5,26,1,9,0,0,0,0,-175.5,0,0,0,0,0,0,6,0.0669
860.75,5,573770,0.2717,40.01,90.86,1291,1306,6,28,0,9,0,0,0,0,-175.5,0,0,0,0,0,0,6,0.0690
861,5,573754,0.2717,39.65,90.63,1271,1288,6,33,0,7,0,0,0,0,-175.5,0,0,0,0,0,0,4,0.0717
861.25,5,573818,0.2716,39.07,89.71,1226,1314,5,24,0,18,0,0,0,0,-175.5,0,0,0,0,0,0,14,0.0714
861.5,5,573789,0.2716,38.30,90.35,1239,1239,5,29,1,11,0,0,0,0,-175.5,0,0,0,0,0,0,8,0.0729
861.75,5,573796,0.2716,37.72,89.87,1212,1251,9,32,1,9,0,0,0,0,-175.5,0,0,0,0,0,0,8,0.0744
862,5,573799,0.2715,37.03,89.83,1192,1226,4,31,0,8,0,0,0,0,-175.5,0,0,0,0,0,0,6,0.0765
862.25,5,573771,0.2715,36.06,89.31,1194,1192,9,27,2,6,0,0,0,0,-175.5,0,0,0,0,0,0,5,0.0789
862.5,5,573814,0.2714,35.16,89.12,1158,1241,8,41,0,10,0,0,0,0,-175.5,0,0,0,0,0,0,8,0.0804
862.75,5,573823,0.2714,33.83,88.62,1098,1135,8,29,0,11,0,0,0,0,-175.5,0,0,0,0,0,0,10,0.0813
863,5,573812,0.2714,33.13,88.36,1064,1081,4,28,0,14,0,0,0,0,-175.5,0,0,0,0,0,0,11,0.0820
863.25,5,573786,0.2713,33.83,88.07,1080,1082,21872,28,0,13,0,0,0,0,-175.5,0,0,0,0,0,0,12,0.0823
863.5,5,573670,0.2714,34.33,79.27,1209,1115,7,22,0,10,0,0,0,0,-175.5,0,0,0,0,0,0,8,0.0838
863.75,5,573684,0.2713,34.52,79.27,1159,1201,9,28,0,10,0,0,0,0,-175.5,0,0,0,0,0,0,7,0.0856
864,5,573624,0.2713,34.65,79.60,1212,1188,4,36,0,14,0,0,0,0,-175.5,0,0,0,0,0,0,12,0.0859
864.25,5,573756,0.2713,34.46,80.31,1142,1296,12,22,0,11,0,0,0,0,-175.5,0,0,0,0,0,0,7,0.0877
864.5,5,573690,0.2713,32.14,81.75,1224,1186,31393,28,0,11,0,0,0,0,-175.5,0,0,0,0,0,0,9,0.0889
864.75,5,573619,0.2713,31.83,81.99,1273,1231,11,30,0,13,0,0,0,0,-175.5,0,0,0,0,0,0,10,0.0897
865,5,573506,0.2713,32.63,81.45,1353,1266,16,26,0,15,0,0,0,0,-175.5,0,0,0,0,0,0,10,0.0906
865.25,5,573532,0.2713,33.77,79.95,1350,1414,13,38,0,20,0,0,0,0,-175.5,0,0,0,0,0,0,18,0.0891
865.5,5,573478,0.2712,35.12,65.35,1485,1464,21,33,2,9,0,0,0,0,-175.5,0,0,0,0,0,0,8,0.0906
865.75,5,573506,0.2712,36.02,66.72,1500,1565,9,38,0,12,0,0,0,0,-175.5,0,0,0,0,0,0,10,0.0915
866,5,573460,0.2712,36.89,70.04,1558,1554,13,42,0,18,0,0,0,0,-175.5,0,0,0,0,0,0,17,0.0903
866.25,5,573549,0.2711,37.96,71.08,1557,1687,14,42,1,19,0,0,0,0,-175.5,0,0,0,0,0,0,18,0.0888
866.5,5,573427,0.2711,38.95,71.20,1690,1614,13,47,0,18,0,0,0,0,-175.5,0,0,0,0,0,0,16,0.0880
866.75,5,573491,0.2710,40.20,70.14,1632,1740,11,44,0,20,0,0,0,0,-175.5,0,0,0,0,0,0,16,0.0871
867,5,573453,0.2710,41.35,70.90,1736,1738,9,40,0,19,0,0,0,0,-175.5,0,0,0,0,0,0,16,0.0863
867.25,5,573431,0.2709,46.35,68.26,1766,1773,31533,43,11,8,0,0,0,0,-175.5,0,0,0,0,0,0,7,0.0881
867.5,5,573345,0.2708,46.02,64.87,1900,1909,85,108,1,13,0,0,0,0,-175.5,0,0,0,0,0,0,10,0.0891
867.75,5,573359,0.2706,47.04,71.01,1677,1790,30,102,2,8,0,0,0,0,-175.5,0,0,0,0,0,0,7,0.0911
868,5,573447,0.2705,47.66,77.33,1437,1562,18,37,1,8,0,0,0,0,-175.5,0,0,0,0,0,0,7,0.0930
868.25,5,573549,0.2705,43.67,82.75,1411,1525,5,12,0,4,0,0,0,0,-175.5,0,0,0,0,0,0,4,0.0959
868.5,5,573575,0.2704,39.69,87.13,1365,1399,5,8,0,7,0,0,0,0,-175.5,0,0,0,0,0,0,6,0.0982
